Type:uinteger,Time:ulong,Error:uinteger,Master:string,Message:string,Event:string,EventClass:string,Data1:string,Data2:string,SeqNo:ulong,Logger:string,Module:string,Domain:string,Local Time:ulong,Arg1:uinteger,Arg2:uinteger,Arg3:uinteger,Arg4:uinteger,Arg5:uinteger,Arg6:uinteger,Arg7:uinteger,Arg8:uinteger,Block Arg,
6,500072330634,0,C64XP_B,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),11007,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80361933609,8963548,8735056,2403084,0,,,,,,
6,500072331123,0,C64XP_B,Stop: Math Oprns: ,Stop,,Math Oprns:,,11008,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,80361933949,8964178,,,,,,,,,
,500072339926,0,C64XP_B,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18831,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,80361940111,8739608,0,4294967295,0,,,,,,
,500072340474,0,C64XP_B,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18832,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80361940496,8735056,2393412,,,,,,,,
,500072341554,0,C64XP_B,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18833,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80361941253,8735056,2393412,8865544,2799392,,,,,,
,500072347048,0,C64XP_C,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18639,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79438484432,8739608,0,,,,,,,,
,500072347614,0,C64XP_C,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18640,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79438484827,8735056,2393412,1,0,,,,,,
,500072351043,0,C64XP_C,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18641,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79438487227,8865544,2799392,8735056,2393412,,,,,,
6,500072352097,0,C64XP_C,Start: Math Oprns: ,Start,,Math Oprns:,,10980,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79438487967,8964178,,,,,,,,,
6,500072352594,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),10981,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79438488314,8963548,8735056,2403840,0,,,,,,
,500073693980,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,19333,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79650173042,8865192,0,2,0,,,,,,
,500073694520,0,C64XP_A,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19334,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79650173419,8865616,2411552,1,0,,,,,,
,500073701068,0,C64XP_F,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19040,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,76930802427,8865192,0,0,7,4294967295,0,0,0,,
,500073701771,0,C64XP_F,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19041,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,76930802915,8865616,2411552,,,,,,,,
,500073702868,0,C64XP_F,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19042,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,76930803684,8865616,2411552,8865544,2799392,,,,,,
,500073709366,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,19335,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79650183809,8865192,0,2,0,,,,,,
,500073715306,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19336,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79650187970,8865544,2799392,8865616,2411552,,,,,,
,500073716711,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19337,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79650188951,8865616,2411552,1,9,,,,,,
,500073729054,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19338,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79650197595,8865616,2411552,9,1,,,,,,
,500073742494,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19339,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79650207002,8865616,2411552,1,9,,,,,,
,500073749180,0,C64XP_F,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,19043,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,76930836103,8728328,1,,,,,,,,
,500073755231,0,C64XP_A,"LM_setPri: tsk: 0x874750, func: 0x24cc20, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19340,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79650215917,8865616,2411552,9,1,,,,,,
,500073768483,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x2, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19341,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79650225191,8865192,2,0,7,4294967295,0,0,0,,
,500073769271,0,C64XP_A,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,19342,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79650225745,8865192,0,0,7,4294967295,0,0,0,,
,500073769974,0,C64XP_A,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19343,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79650226235,8865616,2411552,,,,,,,,
,500073771131,0,C64XP_A,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19344,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79650227046,8865616,2411552,8865544,2799392,,,,,,
,500073775186,0,C64XP_F,"LM_post: sem: 0x852f08, count: 1",Semaphore_LM_post,Unknown,,,19044,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,76930854307,8728328,1,,,,,,,,
6,500081333686,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),10982,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79444775082,8963548,8735056,2403840,0,,,,,,
6,500081334140,0,C64XP_C,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),10983,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79444775397,8963548,8735056,2403084,0,,,,,,
6,500081334517,0,C64XP_C,"VALUE=850 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,850,10984,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,79444775661,850,0,0,8964200,,,,,,
6,500081585163,0,C64XP_C,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),10985,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79444951111,8963548,8735056,2403084,0,,,,,,
6,500081585643,0,C64XP_C,Stop: Math Oprns: ,Stop,,Math Oprns:,,10986,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,79444951451,8964178,,,,,,,,,
,500081594463,0,C64XP_C,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18642,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79444957621,8739608,0,4294967295,0,,,,,,
,500081595011,0,C64XP_C,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18643,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79444958008,8735056,2393412,,,,,,,,
,500081596134,0,C64XP_C,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18644,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79444958793,8735056,2393412,8865544,2799392,,,,,,
,500081601791,0,C64XP_D,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18658,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78528037307,8739608,0,,,,,,,,
,500081602331,0,C64XP_D,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18659,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78528037684,8735056,2393412,1,0,,,,,,
,500081605777,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18660,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78528040096,8865544,2799392,8735056,2393412,,,,,,
6,500081606754,0,C64XP_D,Start: Math Oprns: ,Start,,Math Oprns:,,10980,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78528040784,8964178,,,,,,,,,
6,500081607200,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),10981,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78528041096,8963548,8735056,2403840,0,,,,,,
6,500090588129,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Stop,FUNC,matmult().854950,matmult(),10982,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78534327745,8963548,8735056,2403840,0,,,,,,
6,500090588583,0,C64XP_D,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Start,FUNC,exponentialFunction().854950,exponentialFunction(),10983,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78534328060,8963548,8735056,2403084,0,,,,,,
6,500090588960,0,C64XP_D,"VALUE=850 (AuxData=0, 0) Key:Terms",UIAEvt_intWithKey,Unknown,Terms,850,10984,Main Logger,ti.uia.events.UIAEvt,xdc.runtime.Main,78534328324,850,0,0,8964200,,,,,,
6,500090839589,0,C64XP_D,"StopInstanceWithAdrs: task=0x854950, fnAdrs=0x24ab0c:",Stop,FUNC,exponentialFunction().854950,exponentialFunction(),10985,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78534503768,8963548,8735056,2403084,0,,,,,,
6,500090840077,0,C64XP_D,Stop: Math Oprns: ,Stop,,Math Oprns:,,10986,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,78534504108,8964178,,,,,,,,,
,500090848991,0,C64XP_D,"LM_pend: sem: 0x855b18, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,18661,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,78534510348,8739608,0,4294967295,0,,,,,,
,500090849557,0,C64XP_D,"LD_block: tsk: 0x854950, func: 0x248544",Task_LD_block,Unknown,tsk1_func(),,18662,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78534510743,8735056,2393412,,,,,,,,
,500090850671,0,C64XP_D,"LM_switch: oldtsk: 0x854950, oldfunc: 0x248544, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18663,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78534511526,8735056,2393412,8865544,2799392,,,,,,
,500090856149,0,C64XP_E,"LM_post: sem: 0x855b18, count: 0",Semaphore_LM_post,Unknown,,,18269,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,77540218903,8739608,0,,,,,,,,
,500090856714,0,C64XP_E,"LD_ready: tsk: 0x854950, func: 0x248544, pri: 1",Task_LD_ready,Unknown,tsk1_func(),,18270,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,77540219298,8735056,2393412,1,0,,,,,,
,500090860143,0,C64XP_E,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x854950, newfunc: 0x248544",CtxChg,TSK,tsk1_func(),,18271,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,77540221698,8865544,2799392,8735056,2393412,,,,,,
6,500090861214,0,C64XP_E,Start: Math Oprns: ,Start,,Math Oprns:,,10980,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77540222452,8964178,,,,,,,,,
6,500090861703,0,C64XP_E,"StartInstanceWithAdrs: task=0x854950, fnAdrs=0x24ae00:",Start,FUNC,matmult().854950,matmult(),10981,Main Logger,ti.uia.events.UIABenchmark,xdc.runtime.Main,77540222795,8963548,8735056,2403840,0,,,,,,
,500096048737,0,C64XP_A,"LM_post: sem: 0x856360, count: 0",Semaphore_LM_post,Unknown,,,19345,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79665821369,8741728,0,,,,,,,,
,500096049286,0,C64XP_A,"LD_ready: tsk: 0x8746c0, func: 0x2a44a0, pri: 2",Task_LD_ready,Unknown,ti_ndk_config_Global_stackThread(),,19346,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665821757,8865472,2770080,2,0,,,,,,
,500096051411,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x8746c0, newfunc: 0x2a44a0",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,19347,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79665823244,8865544,2799392,8865472,2770080,,,,,,
,500096053006,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19348,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665824357,8865472,2770080,2,9,,,,,,
,500096064346,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19349,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665832298,8865472,2770080,9,2,,,,,,
,500096065186,0,C64XP_A,"LM_pend: sem: 0x856360, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19350,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79665832882,8741728,0,4294967295,0,,,,,,
,500096065751,0,C64XP_A,"LD_block: tsk: 0x8746c0, func: 0x2a44a0",Task_LD_block,Unknown,ti_ndk_config_Global_stackThread(),,19351,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665833283,8865472,2770080,,,,,,,,
,500096066840,0,C64XP_A,"LM_switch: oldtsk: 0x8746c0, oldfunc: 0x2a44a0, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,19352,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79665834044,8865472,2770080,8865544,2799392,,,,,,
,500096266460,0,C64XP_A,"LM_post: sem: 0x856360, count: 0",Semaphore_LM_post,Unknown,,,19353,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79665973775,8741728,0,,,,,,,,
,500096266991,0,C64XP_A,"LD_ready: tsk: 0x8746c0, func: 0x2a44a0, pri: 2",Task_LD_ready,Unknown,ti_ndk_config_Global_stackThread(),,19354,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665974151,8865472,2770080,2,0,,,,,,
,500096269117,0,C64XP_A,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x8746c0, newfunc: 0x2a44a0",CtxChg,TSK,ti_ndk_config_Global_stackThread(),,19355,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79665975638,8865544,2799392,8865472,2770080,,,,,,
,500096270437,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 2, newPri 9",Task_LM_setPri,Unknown,,,19356,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665976559,8865472,2770080,2,9,,,,,,
,500096275914,0,C64XP_A,"LM_post: sem: 0x858870, count: 0",Semaphore_LM_post,Unknown,,,19357,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79665980397,8751216,0,,,,,,,,
,500096276506,0,C64XP_A,"LD_ready: tsk: 0x853080, func: 0x24bb18, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_rxTaskFxn__E(),,19358,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665980809,8728704,2407192,1,0,,,,,,
,500096288189,0,C64XP_A,"LM_setPri: tsk: 0x8746c0, func: 0x2a44a0, oldPri: 9, newPri 2",Task_LM_setPri,Unknown,,,19359,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665988986,8865472,2770080,9,2,,,,,,
,500096289003,0,C64XP_A,"LM_pend: sem: 0x856360, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19360,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79665989554,8741728,0,4294967295,0,,,,,,
,500096289517,0,C64XP_A,"LD_block: tsk: 0x8746c0, func: 0x2a44a0",Task_LD_block,Unknown,ti_ndk_config_Global_stackThread(),,19361,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665989919,8865472,2770080,,,,,,,,
,500096290640,0,C64XP_A,"LM_switch: oldtsk: 0x8746c0, oldfunc: 0x2a44a0, newtsk: 0x853080, newfunc: 0x24bb18",CtxChg,TSK,ti_uia_sysbios_IpcMP_rxTaskFxn__E(),,19362,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79665990702,8865472,2770080,8728704,2407192,,,,,,
,500096291566,0,C64XP_A,"LM_setPri: tsk: 0x853080, func: 0x24bb18, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19363,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665991353,8728704,2407192,1,9,,,,,,
,500096294334,0,C64XP_A,"LM_setPri: tsk: 0x853080, func: 0x24bb18, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19364,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665993291,8728704,2407192,9,1,,,,,,
,500096295877,0,C64XP_A,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,19365,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79665994368,8865192,0,2,0,,,,,,
,500096296443,0,C64XP_A,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19366,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665994762,8865616,2411552,1,0,,,,,,
,500096297883,0,C64XP_A,"LM_setPri: tsk: 0x853080, func: 0x24bb18, oldPri: 1, newPri 9",Task_LM_setPri,Unknown,,,19367,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665995775,8728704,2407192,1,9,,,,,,
,500096300034,0,C64XP_A,"LM_setPri: tsk: 0x853080, func: 0x24bb18, oldPri: 9, newPri 1",Task_LM_setPri,Unknown,,,19368,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665997281,8728704,2407192,9,1,,,,,,
,500096300789,0,C64XP_A,"LM_pend: sem: 0x858870, count: 0, timeout: -1",Semaphore_LM_pend,Unknown,,,19369,SYSBIOS System Logger,ti.sysbios.knl.Semaphore,ti.sysbios.knl.Semaphore,79665997804,8751216,0,4294967295,0,,,,,,
,500096301329,0,C64XP_A,"LD_block: tsk: 0x853080, func: 0x24bb18",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_rxTaskFxn__E(),,19370,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79665998186,8728704,2407192,,,,,,,,
,500096302340,0,C64XP_A,"LM_switch: oldtsk: 0x853080, oldfunc: 0x24bb18, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,19371,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79665998890,8728704,2407192,8865616,2411552,,,,,,
,500096325843,0,C64XP_B,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,18834,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80378730255,8865192,0,2,0,,,,,,
,500096326417,0,C64XP_B,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18835,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80378730660,8865616,2411552,1,0,,,,,,
,500096329314,0,C64XP_C,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,18645,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79455272019,8865192,0,2,0,,,,,,
,500096329906,0,C64XP_C,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18646,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79455272436,8865616,2411552,1,0,,,,,,
,500096330909,0,C64XP_B,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18836,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80378733801,8865544,2799392,8865616,2411552,,,,,,
,500096333437,0,C64XP_C,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18647,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79455274903,8865544,2799392,8865616,2411552,,,,,,
,500096349783,0,C64XP_D,"LM_post: event: 0x8745a8, currEvents: 0x0, eventId: 0x2",Event_LM_post,Unknown,,,18664,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78538360902,8865192,0,2,0,,,,,,
,500096350374,0,C64XP_D,"LD_ready: tsk: 0x874750, func: 0x24cc20, pri: 1",Task_LD_ready,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18665,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,78538361319,8865616,2411552,1,0,,,,,,
,500096355723,0,C64XP_C,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18648,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,79455290506,8865192,0,0,7,4294967295,0,0,0,,
,500096356400,0,C64XP_C,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18649,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,79455290978,8865616,2411552,,,,,,,,
,500096357471,0,C64XP_C,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18650,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,79455291729,8865616,2411552,8865544,2799392,,,,,,
,500096366677,0,C64XP_D,"LM_switch: oldtsk: 0x874708, oldfunc: 0x2ab720, newtsk: 0x874750, newfunc: 0x24cc20",CtxChg,TSK,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18666,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,78538372730,8865544,2799392,8865616,2411552,,,,,,
,500096372257,0,C64XP_B,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18837,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,80378762746,8865192,0,0,7,4294967295,0,0,0,,
,500096372934,0,C64XP_B,"LD_block: tsk: 0x874750, func: 0x24cc20",Task_LD_block,Unknown,ti_uia_sysbios_IpcMP_transferAgentFxn__E(),,18838,SYSBIOS System Logger,ti.sysbios.knl.Task,ti.sysbios.knl.Task,80378763218,8865616,2411552,,,,,,,,
,500096374006,0,C64XP_B,"LM_switch: oldtsk: 0x874750, oldfunc: 0x24cc20, newtsk: 0x874708, newfunc: 0x2ab720",CtxChg,TSK,TSK_idle,,18839,SYSBIOS System Logger,_ti.uia.events.UIAThreadCtx,ti.sysbios.knl.Task,80378763969,8865616,2411552,8865544,2799392,,,,,,
,500096387386,0,C64XP_D,"LM_pend: event: 0x8745a8, currEvents: 0x0, andMask: 0x0, orMask: 0x7, timeout: -1",Event_LM_pend,Unknown,,,18667,SYSBIOS System Logger,ti.sysbios.knl.Event,ti.sysbios.knl.Event,78538387225,8865192,0,0,7,4294967295,0,0,0,,
