Program Address:uinteger:hex,Load Address:uinteger:hex,Read Data:ulong,Write Data:ulong,Delta Cycles:ulong,Cycle:long,Trace Status:string,Filename:string,Function:string,Source:string,Disassembly:string,
"0x8817BE80","0x8817BE80","","","1","152141","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","    [ B0]  BNOP.S1       0x8817be64,4",
"0x8817BE84","0x8817BE84","","","","152141","","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","||  [ B0]  LDW.D1T1      *+A11[0],A3",
"","","","","999","152142","","","","","",
"0x8815B41C","0x8815B41C","","","1","153141","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           DINT          ",
"0x8815B420","0x8815B420","","","1","153142","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           B.S1          0x881856a0",
"","","","","1002","153143","","","","","",
"0x8817BE68","0x8817BE68","","","1","154145","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","<Source file not found>","           B.S2X         A3",
"0x8817BE6C","0x8817BE6C","","","1","154146","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Idle.c","ti_sysbios_knl_Idle_loop__E(unsigned int, unsigned int)","","           ADDKPC.S2     0x8817be70,B3,4",
"","","","","1002","154147","","","","","",
"0x88185660","0x88185660","","","1","155149","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","{","           STW.D2T2      B3,*B15--[2]",
"0x88185664","0x88185664","","","1","155150","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","    return ti_sysbios_family_c64p_TimestampProvider_get32();","           CALLP.S2      0x881840a0,B3",
"","","","","993","155151","","","","","",
"0x8817C0C0","0x8817C0C0","","","2","156144","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           NOP           2",
"0x8817C0C2","0x8817C0C2","","","1","156146","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Queue.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","           ADD.L2X       B4,A3,B4",
"","","","","1003","156147","","","","","",
"0x88185668","0x88185668","","","1","157150","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","}","           LDW.D2T2      *++B15[2],B3",
"0x8818566C","0x8818566C","","","1","157151","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_SupportProxy_get32__E()","","           NOP           4",
"","","","","994","157152","","","","","",
"0x8817C0FC","0x8817C0FC","","","4","158146","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","<Source file not found>","           NOP           4",
"0x8817C100","0x8817C100","","","1","158150","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/knl/Task.c","ti_sysbios_knl_Task_deleteTerminatedTasksFunc__I()","","           BNOP.S2       B3,5",
"","","","","996","158151","","","","","",
"0x881856AC","0x881856AC","","","4","159147","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection on","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","}","           NOP           4",
"0x881856B0","0x881856B0","","","1","159151","Stall timing collection on, cycle columns show stall timing and pipeline advances, PC collection off","C:\Working\Projects\Image Processing\ipc\evmc6670l\master\Debug\configPkg\package\cfg\image_processing_evmc6670l_master_pe66.c","xdc_runtime_Timestamp_get32__E()","","           BNOP.S2       B3,5",
"","","","","379","159152","","","","","",
"0x8815B41C","0x8815B41C","","","1","159531","Stall timing collection off, cycle columns show only pipeline advances, PC collection off","/db/vtree/library/trees/avala/avala-q41x/src/ti/sysbios/utils/Load.c","ti_sysbios_utils_Load_idleFxn__E()","<Source file not found>","           DINT          ",
"","","","","","159531","End of trace","","","","",
